,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
21,2023-08-25 13:00:00,26108.70000000,26237.92000000,26060.01000000,26068.33000000,1907.89251000,1692971999999,49904866.97539850,39083,932.72876000,24397167.75985070,0
22,2023-08-25 14:00:00,26068.33000000,26314.05000000,25777.15000000,25833.58000000,5933.25892000,1692975599999,154503705.08994170,91051,2707.51952000,70537162.61492280,0
23,2023-08-25 15:00:00,25833.59000000,26056.33000000,25812.00000000,25932.01000000,2978.74064000,1692979199999,77285837.06231150,52758,1489.34013000,38637747.08304540,0
24,2023-08-25 16:00:00,25932.01000000,26030.90000000,25902.15000000,25935.33000000,1362.79794000,1692982799999,35383633.36222220,32022,651.63820000,16918551.98835200,0
25,2023-08-25 17:00:00,25935.34000000,25983.65000000,25832.25000000,25890.00000000,1537.13244000,1692986399999,39823609.39644200,31411,736.20689000,19072031.04530380,0
26,2023-08-25 18:00:00,25889.99000000,26066.62000000,25872.24000000,26052.01000000,1171.81645000,1692989999999,30433410.94268640,29332,688.42653000,17880246.45516340,0
27,2023-08-25 19:00:00,26052.01000000,26061.60000000,25950.00000000,25972.36000000,851.72519000,1692993599999,22147140.61063210,26172,389.58009000,10131266.41278450,0
28,2023-08-25 20:00:00,25972.37000000,26082.00000000,25957.40000000,26060.84000000,762.60063000,1692997199999,19844777.54330350,22911,434.93762000,11319498.56989060,0
29,2023-08-25 21:00:00,26060.84000000,26083.74000000,26030.00000000,26081.86000000,633.93081000,1693000799999,16513739.69289050,19340,309.84827000,8071449.66943050,0
30,2023-08-25 22:00:00,26081.87000000,26085.20000000,26038.01000000,26053.98000000,531.04487000,1693004399999,13838711.70352210,16315,269.50741000,7023098.66203620,0
31,2023-08-25 23:00:00,26053.98000000,26063.47000000,26034.81000000,26060.01000000,384.45020000,1693007999999,10014064.90193600,13507,198.80917000,5178552.26868050,0
32,2023-08-26 00:00:00,26060.00000000,26097.10000000,26027.20000000,26040.27000000,345.99422000,1693011599999,9016770.77076450,15721,185.05702000,4822934.06713490,0
33,2023-08-26 01:00:00,26040.26000000,26077.10000000,26034.09000000,26046.00000000,266.43220000,1693015199999,6942169.42672070,12101,124.39369000,3241305.25670190,0
34,2023-08-26 02:00:00,26046.01000000,26125.77000000,26046.00000000,26076.01000000,523.59749000,1693018799999,13653903.58397920,15236,282.43566000,7365052.07524360,0
35,2023-08-26 03:00:00,26076.01000000,26100.00000000,26064.24000000,26087.15000000,448.29606000,1693022399999,11692754.85127470,13509,222.81840000,5811603.61527220,0
36,2023-08-26 04:00:00,26087.16000000,26088.00000000,26064.43000000,26076.00000000,471.46967000,1693025999999,12293019.89534390,11856,246.70089000,6432281.94510230,0
37,2023-08-26 05:00:00,26076.00000000,26076.67000000,26052.78000000,26062.00000000,264.46708000,1693029599999,6892656.48540100,10881,106.02070000,2763146.25995840,0
38,2023-08-26 06:00:00,26062.01000000,26079.88000000,26050.63000000,26079.88000000,626.74739000,1693033199999,16333544.46561290,13256,312.59273000,8146514.04188060,0
39,2023-08-26 07:00:00,26079.88000000,26083.89000000,26048.00000000,26050.81000000,826.24047000,1693036799999,21535826.20612100,15580,396.78739000,10342038.33454410,0
40,2023-08-26 08:00:00,26050.82000000,26060.00000000,26001.83000000,26041.90000000,577.64334000,1693040399999,15038740.57466020,17154,244.81465000,6373334.75474710,0
41,2023-08-26 09:00:00,26041.90000000,26043.24000000,26007.03000000,26015.41000000,306.90760000,1693043999999,7985669.02388090,13640,104.94281000,2730407.81028380,0
42,2023-08-26 10:00:00,26015.41000000,26035.15000000,26013.44000000,26035.15000000,274.93035000,1693047599999,7155219.80359050,11786,124.32590000,3235807.08109820,0
43,2023-08-26 11:00:00,26035.15000000,26054.80000000,26035.14000000,26045.87000000,385.93244000,1693051199999,10052036.36578150,12472,186.81529000,4865763.99868680,0
44,2023-08-26 12:00:00,26045.86000000,26046.88000000,25985.92000000,26029.37000000,501.72880000,1693054799999,13056295.87781480,16314,164.82496000,4289396.21637410,0
45,2023-08-26 13:00:00,26029.36000000,26044.20000000,26029.36000000,26044.19000000,271.97871000,1693058399999,7081791.04976450,13435,126.39053000,3290917.80490320,0
46,2023-08-26 14:00:00,26044.19000000,26073.01000000,26030.75000000,26068.01000000,417.86223000,1693061999999,10885624.17196640,16009,218.29601000,5687003.29521430,0
47,2023-08-26 15:00:00,26068.01000000,26078.00000000,26050.01000000,26054.00000000,498.28771000,1693065599999,12985314.00260810,14817,267.12802000,6961039.45407830,0
48,2023-08-26 16:00:00,26054.00000000,26060.00000000,26013.59000000,26041.93000000,624.24606000,1693069199999,16253708.25604950,16315,313.72674000,8168905.86615210,0
49,2023-08-26 17:00:00,26041.92000000,26041.93000000,26004.77000000,26035.04000000,481.46794000,1693072799999,12527992.74538590,16638,199.88697000,5200834.67380210,0
50,2023-08-26 18:00:00,26035.05000000,26035.05000000,26006.00000000,26019.99000000,255.69735000,1693076399999,6652553.13939080,11876,112.05388000,2915194.22087640,0
51,2023-08-26 19:00:00,26020.00000000,26039.49000000,26019.25000000,26034.21000000,264.02529000,1693079999999,6871915.28987390,11922,133.57004000,3476390.89627180,0
52,2023-08-26 20:00:00,26034.22000000,26043.99000000,26026.00000000,26032.37000000,253.00081000,1693083599999,6586631.12485810,13240,107.29226000,2793154.76925840,0
53,2023-08-26 21:00:00,26032.38000000,26047.62000000,26017.73000000,26042.02000000,330.65708000,1693087199999,8609639.02316540,12940,160.01726000,4166224.31444270,0
54,2023-08-26 22:00:00,26042.02000000,26047.16000000,26030.20000000,26030.20000000,269.48024000,1693090799999,7017114.59662270,10187,91.53181000,2383461.12178870,0
55,2023-08-26 23:00:00,26030.20000000,26031.15000000,25988.20000000,26017.37000000,535.13269000,1693094399999,13920639.74517270,12527,249.48267000,6489915.72385890,0
56,2023-08-27 00:00:00,26017.38000000,26030.55000000,26000.00000000,26000.01000000,278.66401000,1693097999999,7249425.68584850,11102,99.04577000,2576727.31817240,0
57,2023-08-27 01:00:00,26000.00000000,26011.72000000,25966.11000000,25997.74000000,790.06538000,1693101599999,20533107.40021430,15178,395.58333000,10281310.17554130,0
58,2023-08-27 02:00:00,25997.74000000,26020.07000000,25994.96000000,26000.06000000,435.28044000,1693105199999,11319859.01836470,11025,216.42784000,5628324.79356910,0
59,2023-08-27 03:00:00,26000.05000000,26022.88000000,26000.05000000,26021.96000000,453.14120000,1693108799999,11788072.60733490,9470,229.56750000,5971869.77261810,0
60,2023-08-27 04:00:00,26021.96000000,26038.27000000,26021.96000000,26037.81000000,223.89680000,1693112399999,5827937.01150180,9368,128.54418000,3345879.51228580,0
61,2023-08-27 05:00:00,26037.82000000,26044.98000000,26029.88000000,26033.52000000,335.40364000,1693115999999,8732507.02482470,10377,134.20557000,3494143.77481940,0
62,2023-08-27 06:00:00,26033.52000000,26050.00000000,26024.46000000,26045.97000000,457.02040000,1693119599999,11899410.53000030,13030,248.41676000,6467990.00583460,0
63,2023-08-27 07:00:00,26045.98000000,26055.54000000,26043.61000000,26043.61000000,519.73665000,1693123199999,13538332.79352740,13817,341.47732000,8894892.54096640,0
64,2023-08-27 08:00:00,26043.61000000,26068.33000000,26033.78000000,26063.09000000,675.78165000,1693126799999,17607369.01086370,16088,405.88736000,10575365.31986700,0
65,2023-08-27 09:00:00,26063.10000000,26078.13000000,26050.73000000,26078.13000000,644.49339000,1693130399999,16795992.31773540,17179,353.31605000,9207681.83710000,0
66,2023-08-27 10:00:00,26078.12000000,26095.60000000,26076.83000000,26082.77000000,700.00749000,1693133999999,18260378.97150780,15971,386.92927000,10093322.24786230,0
67,2023-08-27 11:00:00,26082.78000000,26082.78000000,26057.25000000,26060.44000000,345.66959000,1693137599999,9010696.09696790,14023,131.04121000,3415815.17660140,0
68,2023-08-27 12:00:00,26060.44000000,26071.91000000,26052.80000000,26071.66000000,292.19121000,1693141199999,7615050.37770530,12199,128.53085000,3349838.34649050,0
69,2023-08-27 13:00:00,26071.67000000,26090.26000000,26066.56000000,26079.99000000,301.24900000,1693144799999,7855704.48886690,12756,167.95667000,4379893.45242660,0
70,2023-08-27 14:00:00,26079.99000000,26182.23000000,26079.98000000,26145.28000000,1219.44221000,1693148399999,31872973.50797200,30535,613.12252000,16025405.95110390,0
71,2023-08-27 15:00:00,26145.27000000,26167.52000000,26115.77000000,26122.15000000,764.59530000,1693151999999,19993729.84340740,19861,328.26768000,8584139.71293470,0
72,2023-08-27 16:00:00,26122.14000000,26166.09000000,26122.14000000,26166.08000000,782.82489000,1693155599999,20465479.08855530,18453,415.49978000,10862642.23969750,0
73,2023-08-27 17:00:00,26166.08000000,26179.00000000,26044.30000000,26065.08000000,693.67664000,1693159199999,18122509.09166300,18755,329.02679000,8595329.67852800,0
74,2023-08-27 18:00:00,26065.08000000,26111.95000000,26037.27000000,26104.12000000,536.08814000,1693162799999,13981370.78151060,16650,294.27347000,7674901.69390170,0
75,2023-08-27 19:00:00,26104.13000000,26164.29000000,26096.30000000,26125.49000000,517.47737000,1693166399999,13521923.97639490,16792,279.92480000,7315104.42876460,0
76,2023-08-27 20:00:00,26125.48000000,26128.10000000,26082.72000000,26091.49000000,265.81451000,1693169999999,6938305.97162950,12519,128.59501000,3356396.58125330,0
77,2023-08-27 21:00:00,26091.50000000,26133.71000000,26040.17000000,26067.86000000,326.13381000,1693173599999,8509825.61959440,13029,143.14454000,3735709.67068180,0
78,2023-08-27 22:00:00,26067.87000000,26090.28000000,26045.35000000,26089.29000000,315.81239000,1693177199999,8232193.80246010,11124,154.80633000,4035080.68549320,0
79,2023-08-27 23:00:00,26089.29000000,26109.00000000,26083.86000000,26101.77000000,225.17605000,1693180799999,5876208.00092680,9789,116.89604000,3050435.47709610,0
80,2023-08-28 00:00:00,26101.78000000,26105.00000000,25986.41000000,26023.51000000,1227.44710000,1693184399999,31959653.05582290,25745,484.99528000,12628020.71666790,0
81,2023-08-28 01:00:00,26023.51000000,26063.39000000,25993.58000000,26028.01000000,857.51904000,1693187999999,22325457.20326320,22616,361.04211000,9399307.47641150,0
82,2023-08-28 02:00:00,26028.02000000,26056.93000000,26019.53000000,26030.50000000,481.96317000,1693191599999,12549840.81141410,15655,202.58474000,5275224.13161430,0
83,2023-08-28 03:00:00,26030.49000000,26050.75000000,26012.98000000,26012.98000000,742.29889000,1693195199999,19321698.36008590,16737,331.48675000,8628503.91812580,0
84,2023-08-28 04:00:00,26012.98000000,26038.83000000,26009.37000000,26026.61000000,514.74670000,1693198799999,13395436.47853900,12904,268.35478000,6983293.29439890,0
85,2023-08-28 05:00:00,26026.62000000,26031.72000000,25872.05000000,25963.02000000,1890.77226000,1693202399999,49057591.02810850,31446,810.92898000,21036017.82028520,0
86,2023-08-28 06:00:00,25963.01000000,25987.67000000,25926.37000000,25946.26000000,618.45986000,1693205999999,16051992.27198990,17647,282.27740000,7326168.97871260,0
87,2023-08-28 07:00:00,25946.26000000,25949.72000000,25887.91000000,25934.12000000,741.38074000,1693209599999,19216056.45174230,19241,340.36374000,8822073.59622900,0
88,2023-08-28 08:00:00,25934.13000000,25987.19000000,25922.27000000,25969.72000000,892.43587000,1693213199999,23166192.68766110,18745,598.47855000,15536158.30986200,0
89,2023-08-28 09:00:00,25969.71000000,25970.89000000,25864.50000000,25931.54000000,1250.23100000,1693216799999,32406300.19467640,24734,572.09164000,14828061.42999520,0
90,2023-08-28 10:00:00,25931.55000000,25968.69000000,25912.75000000,25953.45000000,434.79643000,1693220399999,11277194.72940320,15220,224.45690000,5821812.49565930,0
91,2023-08-28 11:00:00,25953.45000000,26004.00000000,25945.84000000,26000.99000000,498.19778000,1693223999999,12939551.83433990,15659,296.98244000,7714082.54334940,0
92,2023-08-28 12:00:00,26000.99000000,26253.99000000,25991.44000000,26136.55000000,3335.71372000,1693227599999,87195574.69326720,51828,1846.22805000,48261193.38802480,0
93,2023-08-28 13:00:00,26136.54000000,26163.62000000,26090.00000000,26101.31000000,1021.22728000,1693231199999,26674868.03989150,24848,471.01404000,12302409.54783450,0
94,2023-08-28 14:00:00,26101.30000000,26159.04000000,26080.60000000,26139.61000000,785.24864000,1693234799999,20511152.50894040,21153,430.73267000,11250924.13489870,0
95,2023-08-28 15:00:00,26139.62000000,26190.00000000,26044.11000000,26104.17000000,1144.84005000,1693238399999,29915744.41861000,27199,525.53657000,13732732.54266310,0
96,2023-08-28 16:00:00,26104.16000000,26160.00000000,26095.88000000,26146.92000000,691.13291000,1693241999999,18061675.16499070,20430,308.64707000,8065950.29029310,0
97,2023-08-28 17:00:00,26146.91000000,26191.79000000,26135.75000000,26141.79000000,708.83772000,1693245599999,18549405.15775180,17674,339.34398000,8880647.81432880,0
98,2023-08-28 18:00:00,26141.79000000,26148.91000000,26100.00000000,26148.91000000,557.95259000,1693249199999,14575761.95291030,17229,250.30913000,6538855.51878020,0
99,2023-08-28 19:00:00,26148.91000000,26155.00000000,25918.00000000,25996.26000000,1719.05245000,1693252799999,44703896.58476790,35568,702.00178000,18249048.26238270,0
100,2023-08-28 20:00:00,25996.27000000,26023.74000000,25972.95000000,25993.03000000,486.81590000,1693256399999,12658531.87852930,16516,189.45776000,4926229.56675140,0
101,2023-08-28 21:00:00,25993.04000000,26010.68000000,25946.18000000,25982.67000000,561.93527000,1693259999999,14603646.10961470,16386,204.49899000,5315039.27637950,0
102,2023-08-28 22:00:00,25982.68000000,26067.53000000,25981.73000000,26061.41000000,604.48365000,1693263599999,15732439.38607180,16281,332.51150000,8653464.54710660,0
103,2023-08-28 23:00:00,26061.41000000,26178.83000000,26048.77000000,26120.00000000,925.13753000,1693267199999,24159278.17417800,21596,538.08064000,14050954.19268500,0
104,2023-08-29 00:00:00,26120.00000000,26165.99000000,26084.07000000,26140.44000000,617.80751000,1693270799999,16140331.78886040,16831,327.43382000,8553816.63705350,0
105,2023-08-29 01:00:00,26140.44000000,26206.24000000,26093.46000000,26106.34000000,1108.04346000,1693274399999,28967501.63025740,22037,616.82106000,16127782.93058510,0
106,2023-08-29 02:00:00,26106.34000000,26117.57000000,26080.19000000,26104.69000000,517.15535000,1693277999999,13497847.57483590,14115,266.33127000,6951665.71174390,0
107,2023-08-29 03:00:00,26104.69000000,26105.90000000,26066.36000000,26083.19000000,397.27485000,1693281599999,10362683.34497710,12881,149.05260000,3887786.93951830,0
108,2023-08-29 04:00:00,26083.18000000,26091.36000000,26051.00000000,26057.87000000,496.74668000,1693285199999,12952521.31071540,12657,233.91134000,6099343.50316230,0
109,2023-08-29 05:00:00,26057.86000000,26095.08000000,26032.07000000,26065.15000000,2202.25561000,1693288799999,57403207.89913650,21119,1100.48835000,28690968.66552310,0
110,2023-08-29 06:00:00,26065.15000000,26065.16000000,26005.00000000,26008.66000000,663.09474000,1693292399999,17262776.19613250,16311,315.48008000,8212861.85332950,0
111,2023-08-29 07:00:00,26008.67000000,26049.23000000,25990.58000000,26004.20000000,788.89577000,1693295999999,20522510.16043760,19215,342.14438000,8901018.36171110,0
112,2023-08-29 08:00:00,26004.20000000,26015.72000000,25950.00000000,25956.43000000,1308.19881000,1693299599999,33995059.60386310,22917,536.07335000,13931264.85024020,0
113,2023-08-29 09:00:00,25956.44000000,25992.23000000,25950.74000000,25992.23000000,730.00833000,1693303199999,18957703.85365030,17071,403.65769000,10482591.08938810,0
114,2023-08-29 10:00:00,25992.23000000,25992.23000000,25922.00000000,25981.27000000,925.58822000,1693306799999,24030887.80244660,21773,415.24223000,10779590.64019540,0
115,2023-08-29 11:00:00,25981.27000000,26046.00000000,25961.97000000,25975.55000000,894.47402000,1693310399999,23259654.77050150,21328,370.52620000,9634887.25792320,0
116,2023-08-29 12:00:00,25975.54000000,26044.51000000,25964.79000000,26044.51000000,572.27582000,1693313999999,14878530.76852740,18519,304.56128000,7917844.10414770,0
117,2023-08-29 13:00:00,26044.50000000,26103.43000000,26006.00000000,26052.00000000,920.12168000,1693317599999,23967321.33639220,24480,409.76127000,10674140.78015150,0
118,2023-08-29 14:00:00,26052.00000000,27692.00000000,26052.00000000,27492.03000000,23508.55351000,1693321199999,636743145.28597190,304321,12558.85931000,339986017.54260830,0
119,2023-08-29 15:00:00,27492.03000000,27550.00000000,27265.24000000,27423.44000000,8125.13539000,1693324799999,222774673.20691360,115952,4077.58134000,111795437.18492020,0
120,2023-08-29 16:00:00,27423.44000000,28142.85000000,27350.01000000,27999.99000000,12941.32514000,1693328399999,359648097.11471680,157520,6697.08640000,186117791.73771760,0
121,2023-08-29 17:00:00,27999.99000000,28097.91000000,27793.33000000,27892.07000000,5403.89636000,1693331999999,150964609.42080520,83359,2798.54797000,78178720.38851070,0
122,2023-08-29 18:00:00,27892.08000000,28020.73000000,27835.84000000,27971.79000000,2640.80836000,1693335599999,73792393.30528800,42378,1402.12300000,39176416.45846460,0
123,2023-08-29 19:00:00,27971.78000000,27995.00000000,27823.91000000,27831.33000000,2122.35963000,1693339199999,59231440.26251940,37184,1050.22514000,29312677.63137690,0
124,2023-08-29 20:00:00,27831.33000000,27883.61000000,27561.24000000,27569.28000000,2779.70746000,1693342799999,77129700.12636300,47134,1340.30783000,37202131.03440200,0
125,2023-08-29 21:00:00,27569.28000000,27733.32000000,27564.39000000,27658.99000000,1538.24500000,1693346399999,42543028.38824050,33308,774.99540000,21432424.67366520,0
126,2023-08-29 22:00:00,27658.98000000,27693.98000000,27532.79000000,27638.28000000,1297.33249000,1693349999999,35825038.17874520,27587,596.98832000,16483996.22074040,0
127,2023-08-29 23:00:00,27638.29000000,27779.12000000,27567.70000000,27716.34000000,1752.69069000,1693353599999,48475387.42818160,27086,857.35108000,23712856.18438750,0
128,2023-08-30 00:00:00,27716.34000000,27768.57000000,27622.24000000,27622.24000000,1726.34734000,1693357199999,47824406.08527930,28355,767.57783000,21266141.48403350,0
129,2023-08-30 01:00:00,27622.24000000,27643.03000000,27455.91000000,27552.62000000,1975.16695000,1693360799999,54408441.11357110,33742,859.64315000,23677473.90047070,0
130,2023-08-30 02:00:00,27552.63000000,27562.07000000,27349.39000000,27400.56000000,2212.69703000,1693364399999,60708038.42348750,33608,909.07135000,24937280.48711170,0
131,2023-08-30 03:00:00,27400.55000000,27426.35000000,27280.99000000,27391.13000000,1733.27718000,1693367999999,47425787.97207760,27225,862.12854000,23588162.73866800,0
132,2023-08-30 04:00:00,27391.14000000,27446.80000000,27391.13000000,27443.00000000,741.83502000,1693371599999,20345997.13415130,15097,396.55888000,10875653.12633590,0
133,2023-08-30 05:00:00,27443.00000000,27476.03000000,27435.64000000,27469.04000000,623.85420000,1693375199999,17132135.32598210,14172,342.48025000,9404944.22048920,0
134,2023-08-30 06:00:00,27469.05000000,27469.05000000,27371.94000000,27382.21000000,875.81260000,1693378799999,24011974.34157000,18759,377.48472000,10349938.89832360,0
135,2023-08-30 07:00:00,27382.21000000,27464.80000000,27382.21000000,27436.25000000,957.43753000,1693382399999,26269180.23567090,20899,487.28164000,13367188.68753850,0
136,2023-08-30 08:00:00,27436.25000000,27499.00000000,27406.65000000,27470.98000000,1179.68546000,1693385999999,32384096.76571440,22958,592.63089000,16268191.96322670,0
137,2023-08-30 09:00:00,27470.97000000,27471.92000000,27310.05000000,27426.80000000,1477.15336000,1693389599999,40463177.89457970,29035,675.00695000,18488984.81824550,0
138,2023-08-30 10:00:00,27426.79000000,27448.86000000,27400.00000000,27435.44000000,568.79669000,1693393199999,15600205.95467170,18120,286.67084000,7861648.51586990,0
139,2023-08-30 11:00:00,27435.44000000,27435.45000000,27331.45000000,27338.51000000,1066.68789000,1693396799999,29203481.98627990,23390,570.64081000,15623556.36642380,0
140,2023-08-30 12:00:00,27338.52000000,27425.00000000,27292.24000000,27353.64000000,1666.51156000,1693400399999,45600321.29533730,36226,869.08897000,23781448.04242620,0
141,2023-08-30 13:00:00,27353.64000000,27464.45000000,27145.23000000,27376.07000000,3215.90683000,1693403999999,87892718.69066450,54658,1563.05799000,42719389.12742800,0
142,2023-08-30 14:00:00,27376.07000000,27424.40000000,27017.24000000,27110.01000000,4624.91525000,1693407599999,125962954.70081070,68588,2101.82455000,57244726.54778560,0
143,2023-08-30 15:00:00,27110.00000000,27293.90000000,27036.66000000,27201.63000000,2931.78962000,1693411199999,79657438.28256100,55450,1555.82519000,42264973.56144420,0
144,2023-08-30 16:00:00,27201.63000000,27210.84000000,27067.90000000,27155.37000000,1682.43167000,1693414799999,45664577.47401380,38992,767.53810000,20829152.00024570,0
145,2023-08-30 17:00:00,27155.37000000,27249.99000000,27117.00000000,27167.98000000,1266.21889000,1693418399999,34436072.70159880,28423,587.42080000,15975226.06690860,0
146,2023-08-30 18:00:00,27167.97000000,27286.88000000,27100.00000000,27279.98000000,1146.53159000,1693421999999,31161159.79338540,26734,575.46365000,15643357.20730710,0
147,2023-08-30 19:00:00,27279.98000000,27286.88000000,27178.26000000,27178.28000000,948.19683000,1693425599999,25838825.34854360,22950,300.75538000,8195279.53814440,0
148,2023-08-30 20:00:00,27178.27000000,27291.34000000,27178.27000000,27250.15000000,798.05652000,1693429199999,21746804.98788130,21551,382.28852000,10416172.94936160,0
149,2023-08-30 21:00:00,27250.15000000,27337.78000000,27250.15000000,27259.69000000,748.69344000,1693432799999,20426220.74146880,20061,353.84111000,9653846.26800640,0
150,2023-08-30 22:00:00,27259.69000000,27326.87000000,27241.00000000,27241.00000000,785.42596000,1693436399999,21420767.85875260,16490,292.66764000,7981983.09088950,0
151,2023-08-30 23:00:00,27241.00000000,27319.88000000,27228.00000000,27299.99000000,494.82907000,1693439999999,13501666.05447240,14809,238.62937000,6511690.12304770,0
152,2023-08-31 00:00:00,27299.99000000,27303.36000000,27198.70000000,27222.13000000,524.79039000,1693443599999,14295649.16579670,16770,216.35726000,5893572.71334880,0
153,2023-08-31 01:00:00,27222.13000000,27240.69000000,27179.12000000,27196.48000000,629.65419000,1693447199999,17136369.41844980,17251,314.95142000,8571333.76339380,0
154,2023-08-31 02:00:00,27196.48000000,27233.75000000,27186.30000000,27190.01000000,556.81561000,1693450799999,15147473.06471110,14311,218.35625000,5940005.03063310,0
155,2023-08-31 03:00:00,27190.01000000,27217.28000000,27178.88000000,27217.27000000,448.14294000,1693454399999,12186875.03884080,14113,209.21975000,5689976.51242470,0
156,2023-08-31 04:00:00,27217.28000000,27285.68000000,27215.00000000,27252.30000000,513.52534000,1693457999999,13993383.01610620,16296,265.05960000,7222923.47539710,0
157,2023-08-31 05:00:00,27252.30000000,27274.31000000,27226.38000000,27251.29000000,463.60802000,1693461599999,12632449.11087730,17771,215.42962000,5870178.77820490,0
158,2023-08-31 06:00:00,27251.29000000,27290.95000000,27233.28000000,27253.20000000,505.16607000,1693465199999,13768412.82425720,19487,271.32142000,7395179.64006140,0
159,2023-08-31 07:00:00,27253.20000000,27294.97000000,27232.88000000,27261.03000000,723.86238000,1693468799999,19732747.82280800,23082,311.69644000,8497353.46966780,0
160,2023-08-31 08:00:00,27261.03000000,27273.97000000,27222.01000000,27235.08000000,746.40612000,1693472399999,20333748.62430400,19399,287.36541000,7828272.72014230,0
161,2023-08-31 09:00:00,27235.08000000,27235.09000000,27184.99000000,27198.27000000,1062.78551000,1693475999999,28911950.95841330,23484,425.80286000,11583483.18192020,0
162,2023-08-31 10:00:00,27198.26000000,27226.18000000,27191.48000000,27201.83000000,527.69401000,1693479599999,14357643.09177520,17421,240.81307000,6552082.74928870,0
163,2023-08-31 11:00:00,27201.83000000,27587.51000000,27201.17000000,27303.96000000,3750.77348000,1693483199999,102711781.44226760,60844,1926.22432000,52737155.80138300,0
164,2023-08-31 12:00:00,27303.95000000,27315.47000000,27063.08000000,27192.62000000,2860.02159000,1693486799999,77799219.18462970,54414,1473.92154000,40092757.78655240,0
165,2023-08-31 13:00:00,27192.62000000,27205.32000000,27073.14000000,27149.99000000,2265.88063000,1693490399999,61525831.06718480,43687,1111.27447000,30174705.31903770,0
166,2023-08-31 14:00:00,27149.99000000,27192.78000000,27027.00000000,27175.66000000,2072.55887000,1693493999999,56202202.10000380,45562,1159.84824000,31454408.83242400,0
167,2023-08-31 15:00:00,27175.67000000,27179.74000000,26803.73000000,26922.01000000,4168.47827000,1693497599999,112438625.64586790,64798,1910.14322000,51522132.24994800,0
